plot_id,date,season,district,crop_id,variety,soil_texture,lab_ph,nitrogen,phosphorus,potassium,ec_us_cm,moisture_vwc,yield_t_ha,fertilizer_applied
PLT-1530,2025-09-28,C,Rutsiro,irish_potatoes,Kinigi,clayey,6.96,102.8,91.8,119.7,438.1,34.0,6.88,NPK+Manure
PLT-1531,2026-01-24,B,Nyarugenge,tomatoes,Local,loamy,5.52,95.9,65.5,80.5,353.3,40.0,10.1,NPK+Manure
PLT-1532,2024-06-28,B,Nyaruguru,rice,Zhongeng,alluvial,6.08,96.7,38.9,47.4,527.8,40.4,3.75,NPK 17-17-17
PLT-1533,2025-01-07,A,Nyagatare,sorghum,Local,clayey,6.72,54.5,42.1,42.8,213.2,63.0,1.44,NPK 17-17-17
PLT-1534,2026-12-13,A,Rwamagana,cotton,Local,clayey,6.0,63.6,33.1,43.6,335.0,33.6,0.84,Urea
PLT-1535,2025-12-24,A,Musanze,barley,Improved,loamy,5.9,42.2,37.1,37.1,495.7,61.8,0.94,DAP+Urea
PLT-1536,2025-09-18,C,Rutsiro,coffee,Local,clayey,6.13,25.8,19.3,43.1,437.6,34.7,0.31,None
PLT-1537,2025-10-19,B,Muhanga,sugarcane,Local,clayey,5.9,54.1,42.2,71.2,426.4,32.7,29.76,Manure
PLT-1538,2025-06-27,A,Nyamagabe,corn,Hybrid WH,alluvial,5.32,86.8,51.5,56.0,431.3,52.9,2.57,DAP+Urea
PLT-1539,2026-10-20,A,Gakenke,barley,Improved,loamy,7.61,52.4,37.0,24.2,431.7,59.5,0.75,Urea
PLT-1540,2024-08-01,A,Gatsibo,sweet_potato,Local,sandy,5.42,36.5,35.4,71.7,374.7,52.7,3.94,Manure
PLT-1541,2026-11-18,B,Gicumbi,barley,Local,sandy,6.93,21.3,18.3,23.4,231.9,57.7,0.52,None
PLT-1542,2024-02-06,C,Nyanza,soybean,Improved,clayey,6.63,32.5,33.9,43.1,566.5,32.5,0.71,Urea
PLT-1543,2026-05-20,C,Nyabihu,irish_potatoes,Kinigi,loamy,4.69,81.2,70.3,87.0,591.7,44.5,5.93,Urea
PLT-1544,2026-09-15,B,Kicukiro,tomatoes,Local,loamy,5.69,43.6,35.1,31.3,385.7,50.6,3.58,None
PLT-1545,2026-03-19,A,Ngoma,sorghum,Local,loamy,7.48,59.1,43.1,43.4,120.4,39.0,1.5,DAP+Urea
PLT-1546,2024-08-01,A,Gakenke,tea,Improved,loamy,4.4,74.9,29.3,72.5,424.9,65.6,0.89,Manure
PLT-1547,2025-12-18,C,Kicukiro,rice,Intsindagirabigega,loamy,6.82,67.9,33.3,34.0,457.9,47.1,2.12,DAP+Urea
PLT-1548,2026-08-26,A,Gasabo,sweet_potato,Local,sandy,6.43,36.2,45.2,82.5,392.2,66.8,6.09,NPK 17-17-17
PLT-1549,2026-12-04,A,Burera,barley,Improved,clayey,7.71,49.4,29.3,28.8,191.3,59.7,1.02,DAP+Urea
PLT-1550,2024-09-08,C,Burera,pea,Improved,loamy,7.04,39.3,42.0,44.7,522.2,40.6,1.13,DAP+Urea
PLT-1551,2026-06-24,C,Muhanga,coffee,Improved,loamy,6.47,61.3,46.8,78.6,449.7,57.3,0.89,NPK+Manure
PLT-1552,2024-08-18,C,Rulindo,tea,Local,loamy,4.59,88.4,37.8,73.5,287.9,43.2,1.42,NPK 17-17-17
PLT-1553,2024-01-05,A,Burera,barley,Local,clayey,7.69,43.9,25.4,35.2,562.8,56.7,0.88,Urea
PLT-1554,2025-01-06,B,Gasabo,rice,Kigori,clayey,7.46,27.2,16.3,20.2,222.7,44.3,1.02,None
PLT-1555,2026-09-27,B,Kayonza,sugarcane,Improved,clayey,6.42,81.5,46.2,74.2,422.6,42.6,26.63,Urea
PLT-1556,2026-05-26,C,Rulindo,pea,Local,loamy,5.52,22.4,14.8,23.3,456.5,60.7,0.51,None
PLT-1557,2024-02-26,B,Gisagara,sugarcane,Improved,loamy,7.1,92.2,53.0,78.9,245.0,60.8,50.76,DAP+Urea
PLT-1558,2025-01-04,A,Burera,tea,Improved,clayey,4.33,46.0,21.7,41.6,514.2,36.6,0.41,None
PLT-1559,2024-01-28,B,Bugesera,sugarcane,Local,alluvial,5.41,58.4,34.3,65.6,353.3,62.3,26.16,Manure
PLT-1560,2026-01-26,A,Nyarugenge,tomatoes,Improved,sandy,5.58,69.3,41.3,48.6,499.1,38.3,7.26,DAP+Urea
PLT-1561,2025-07-08,A,Gatsibo,groundnut,Improved,loamy,6.98,25.3,35.1,27.5,135.6,56.9,0.51,DAP+Urea
PLT-1562,2026-03-23,B,Bugesera,sunflower,Local,loamy,6.01,30.1,44.1,45.2,502.3,60.6,1.08,Manure
PLT-1563,2024-04-16,B,Nyarugenge,corn,Kigega,clayey,6.98,78.7,47.2,48.6,514.1,63.0,2.14,NPK 17-17-17
PLT-1564,2025-08-10,A,Gatsibo,groundnut,Local,sandy,5.86,24.9,29.0,32.9,490.4,56.4,0.49,Manure
PLT-1565,2025-11-05,C,Rwamagana,beans,Mutiki,loamy,5.63,35.1,24.7,30.1,452.0,39.9,0.65,Manure
PLT-1566,2026-01-21,B,Rulindo,wheat,Local,clayey,5.31,35.4,22.1,23.2,336.9,53.8,0.37,None
PLT-1567,2024-10-16,B,Rusizi,cassava,Gisari,loamy,7.44,39.7,27.5,53.5,476.0,46.4,8.64,DAP+Urea
PLT-1568,2026-06-20,B,Rwamagana,beans,Mutiki,loamy,7.47,32.5,34.5,31.0,262.8,42.9,0.49,Urea
PLT-1569,2026-06-28,C,Musanze,sweet_potato,Local,sandy,6.92,30.0,34.8,67.0,203.3,36.7,4.11,Manure
PLT-1570,2024-10-09,B,Ngororero,irish_potatoes,Kinigi,sandy,6.63,101.2,73.8,126.5,551.8,36.5,7.98,NPK 17-17-17
PLT-1571,2026-05-28,B,Nyagatare,cotton,Local,clayey,7.86,80.5,54.6,49.6,210.1,39.1,0.92,NPK 17-17-17
PLT-1572,2025-10-22,B,Rulindo,corn,Hybrid WH,clayey,5.97,82.8,50.7,59.5,141.2,45.7,2.0,NPK+Manure
PLT-1573,2024-04-15,B,Rwamagana,soybean,Local,loamy,6.54,40.7,49.7,47.8,461.5,51.7,1.22,NPK 17-17-17
PLT-1574,2025-10-20,A,Gakenke,irish_potatoes,Kinigi,sandy,4.99,76.7,65.1,73.3,194.2,37.1,4.82,Urea
PLT-1575,2026-12-01,B,Rwamagana,groundnut,Local,loamy,5.29,27.5,24.3,26.7,317.2,43.5,0.55,Manure
PLT-1576,2024-07-05,A,Nyamagabe,banana,Local,alluvial,5.31,81.3,46.8,157.5,443.0,62.1,6.65,NPK 17-17-17
PLT-1577,2024-10-17,C,Gasabo,tomatoes,Improved,loamy,6.22,93.5,62.8,73.4,155.2,39.2,15.01,DAP+Urea
PLT-1578,2026-09-20,C,Nyanza,banana,Improved,clayey,6.25,93.4,38.9,149.3,352.8,47.8,10.34,NPK 17-17-17
PLT-1579,2025-04-17,C,Kirehe,rice,Kigori,clayey,6.8,105.7,37.2,40.8,277.9,63.0,3.89,NPK 17-17-17
PLT-1580,2026-05-06,A,Rusizi,irish_potatoes,Kinigi,loamy,5.49,62.2,75.9,74.2,357.5,69.6,7.33,Manure
PLT-1581,2024-03-16,A,Gasabo,banana,Improved,clayey,6.04,67.4,24.8,99.7,298.6,51.7,5.69,Manure
PLT-1582,2026-04-01,B,Kamonyi,sugarcane,Improved,loamy,6.5,76.5,36.5,64.4,540.4,45.9,33.69,DAP+Urea
PLT-1583,2025-07-25,B,Nyarugenge,soybean,Improved,loamy,5.42,28.6,34.2,32.6,222.0,36.5,0.71,Manure
PLT-1584,2024-07-28,C,Ruhango,beans,Bush,loamy,6.01,20.9,12.4,20.1,487.2,56.6,0.4,None
PLT-1585,2026-08-19,B,Gicumbi,barley,Improved,clayey,6.23,40.5,36.3,28.0,107.4,42.7,0.89,Urea
PLT-1586,2025-08-14,B,Rubavu,corn,Kigega,alluvial,5.54,39.3,19.5,18.5,594.8,34.2,1.04,None
PLT-1587,2024-05-18,A,Rulindo,barley,Local,clayey,6.39,36.3,27.3,37.7,353.6,69.0,0.92,Urea
PLT-1588,2024-04-20,A,Gicumbi,barley,Local,clayey,6.46,33.2,12.5,20.4,376.3,42.9,0.72,None
PLT-1589,2026-01-12,B,Rwamagana,groundnut,Improved,sandy,6.23,20.2,32.2,26.7,530.1,38.6,0.74,DAP+Urea
PLT-1590,2024-07-27,A,Gatsibo,groundnut,Local,loamy,5.19,24.4,33.6,35.4,113.5,40.4,0.41,Urea
PLT-1591,2024-11-27,B,Nyaruguru,cassava,Ndamirabana,clayey,6.45,30.1,23.5,64.4,200.3,32.0,8.99,DAP+Urea
PLT-1592,2026-02-23,C,Musanze,pea,Local,clayey,5.67,37.5,33.3,28.1,141.9,61.7,0.81,Urea
PLT-1593,2024-06-07,A,Rubavu,corn,Local,loamy,6.27,63.1,37.4,36.0,513.1,46.1,1.88,Urea
PLT-1594,2026-11-19,B,Rusizi,irish_potatoes,Cruza,clayey,5.32,30.4,47.0,64.8,128.1,49.6,4.38,None
PLT-1595,2025-09-01,A,Ruhango,cassava,Ndamirabana,loamy,7.09,27.6,12.4,36.2,552.0,43.5,3.9,None
PLT-1596,2025-02-22,A,Ruhango,sweet_potato,Local,loamy,6.71,38.4,47.4,90.8,570.3,68.4,7.14,NPK+Manure
PLT-1597,2024-12-22,C,Nyaruguru,banana,Local,alluvial,5.43,31.4,17.9,53.4,164.9,49.3,2.51,None
PLT-1598,2026-09-09,B,Ngoma,sugarcane,Improved,alluvial,6.16,57.0,35.4,49.4,386.5,59.1,28.41,Urea
PLT-1599,2024-11-11,C,Gasabo,sweet_potato,Improved,loamy,6.69,31.5,32.6,64.6,582.8,51.1,4.38,Manure
PLT-1600,2024-12-19,A,Kicukiro,banana,Local,clayey,7.27,36.2,18.5,48.4,341.2,51.2,2.79,None
PLT-1601,2026-01-11,A,Gatsibo,groundnut,Improved,loamy,5.42,29.5,44.0,40.4,123.1,48.0,0.81,NPK+Manure
PLT-1602,2026-07-28,A,Kirehe,sunflower,Improved,loamy,7.72,56.5,50.3,50.8,278.2,44.2,1.1,DAP+Urea
PLT-1603,2024-11-07,A,Nyagatare,beans,Mutiki,loamy,6.24,13.4,23.8,15.9,386.6,54.0,0.41,None
PLT-1604,2025-05-20,A,Nyagatare,sugarcane,Local,alluvial,7.84,90.2,55.1,90.7,322.1,53.0,32.18,NPK+Manure
PLT-1605,2025-09-20,B,Gatsibo,sorghum,Local,sandy,6.51,25.0,15.0,21.5,304.8,40.8,0.65,None
PLT-1606,2025-06-21,B,Musanze,pea,Local,clayey,5.22,31.1,33.7,26.4,176.9,47.2,0.71,Manure
PLT-1607,2026-09-28,B,Nyamagabe,sugarcane,Improved,alluvial,6.24,75.4,33.6,70.4,108.5,32.1,35.53,DAP+Urea
PLT-1608,2024-06-08,A,Gatsibo,sorghum,Local,clayey,7.46,48.4,43.1,44.1,511.5,54.0,1.11,NPK+Manure
PLT-1609,2026-08-14,B,Rulindo,tomatoes,Improved,clayey,5.89,56.4,50.1,62.8,358.2,64.8,7.61,DAP+Urea
PLT-1610,2024-09-25,B,Rulindo,wheat,Local,sandy,7.35,50.7,44.3,36.7,205.0,39.3,0.97,DAP+Urea
PLT-1611,2026-11-03,C,Rusizi,beans,Mutiki,sandy,6.15,14.0,18.7,16.0,359.1,34.4,0.33,None
PLT-1612,2024-04-01,B,Bugesera,cotton,Improved,clayey,5.61,46.0,33.7,38.4,258.9,62.9,0.65,Urea
PLT-1613,2024-01-01,B,Rubavu,coffee,Improved,clayey,6.08,58.8,38.8,72.6,221.7,57.6,0.89,NPK+Manure
PLT-1614,2025-02-26,B,Nyagatare,sorghum,Local,sandy,7.67,38.3,33.3,27.2,438.9,42.3,0.66,Urea
PLT-1615,2025-09-02,A,Burera,wheat,Local,sandy,7.46,59.1,46.5,32.1,534.6,56.3,1.0,DAP+Urea
PLT-1616,2024-06-23,C,Rusizi,coffee,Improved,clayey,6.37,66.7,46.2,86.7,526.2,43.1,0.82,DAP+Urea
PLT-1617,2024-06-04,B,Karongi,cassava,Gahene,loamy,4.8,19.5,12.4,43.2,245.4,61.2,4.8,None
PLT-1618,2026-06-10,C,Kicukiro,tomatoes,Improved,sandy,6.26,52.1,56.9,57.2,134.2,63.0,9.05,Urea
PLT-1619,2025-01-26,B,Huye,beans,Climbing,sandy,6.6,24.8,37.1,32.6,525.6,61.3,0.59,Urea
PLT-1620,2025-08-25,A,Ruhango,sugarcane,Improved,alluvial,7.25,81.3,39.3,72.9,406.3,36.0,29.38,Urea
PLT-1621,2024-09-16,C,Rulindo,irish_potatoes,Kinigi,loamy,5.58,62.7,63.9,103.9,462.1,34.6,6.77,Manure
PLT-1622,2026-01-07,B,Rubavu,tea,Improved,clayey,5.09,94.7,42.1,94.7,520.7,40.5,1.62,NPK 17-17-17
PLT-1623,2025-06-26,B,Gatsibo,cassava,Gisari,clayey,7.04,46.8,31.7,91.9,137.6,50.4,12.67,DAP+Urea
PLT-1624,2025-07-15,A,Kayonza,sunflower,Local,sandy,7.41,52.3,56.7,50.4,558.1,52.5,1.25,NPK+Manure
PLT-1625,2025-11-13,A,Burera,barley,Improved,clayey,6.02,28.5,18.7,20.6,487.5,44.1,0.65,None
PLT-1626,2024-09-03,B,Gatsibo,cotton,Local,loamy,7.53,79.0,49.4,46.2,524.7,37.9,0.97,DAP+Urea
PLT-1627,2026-02-10,C,Nyabihu,irish_potatoes,Kirundo,clayey,5.85,39.3,39.4,64.3,200.8,38.2,4.9,None
PLT-1628,2024-07-21,A,Nyanza,banana,Local,clayey,6.53,72.5,38.0,138.8,495.0,58.7,7.55,Manure
PLT-1629,2024-05-12,C,Huye,soybean,Local,clayey,5.87,30.8,38.4,30.1,296.5,50.9,0.69,DAP+Urea
PLT-1630,2026-06-06,C,Gakenke,irish_potatoes,Cruza,loamy,4.98,45.4,39.5,67.9,350.3,45.7,2.79,None
PLT-1631,2024-03-04,B,Nyagatare,cotton,Improved,clayey,6.92,42.1,47.4,40.3,451.4,49.4,0.74,Manure
PLT-1632,2024-04-23,A,Kayonza,sunflower,Local,loamy,6.56,41.5,40.7,34.8,126.9,62.3,0.9,DAP+Urea
PLT-1633,2024-01-06,A,Musanze,wheat,Local,clayey,5.3,44.2,30.4,28.3,557.8,45.3,0.81,DAP+Urea
PLT-1634,2024-02-18,B,Burera,irish_potatoes,Kinigi,clayey,6.86,70.2,55.6,87.6,585.4,32.4,4.91,Urea
PLT-1635,2026-08-09,A,Gakenke,wheat,Local,clayey,7.07,45.6,31.3,33.0,587.0,63.2,0.88,DAP+Urea
PLT-1636,2026-04-14,B,Huye,cassava,Gisari,loamy,7.21,43.7,18.7,55.3,452.2,43.1,8.52,DAP+Urea
PLT-1637,2024-07-25,C,Ngororero,tea,Improved,loamy,4.52,54.8,34.6,75.8,550.4,37.8,1.29,Manure
PLT-1638,2026-06-16,B,Gatsibo,cotton,Local,alluvial,7.59,74.2,48.4,46.5,505.4,43.4,1.19,NPK+Manure
PLT-1639,2026-04-05,B,Nyabihu,irish_potatoes,Kinigi,clayey,6.56,55.2,68.2,97.2,584.9,59.6,4.93,Manure
PLT-1640,2025-04-07,B,Nyarugenge,tomatoes,Improved,clayey,6.69,80.3,65.3,73.2,222.9,66.9,12.64,NPK 17-17-17
PLT-1641,2024-12-03,B,Rwamagana,sunflower,Improved,sandy,7.65,28.9,25.4,26.1,228.7,37.2,0.38,None
PLT-1642,2024-02-25,B,Kicukiro,rice,Kigori,loamy,5.13,56.0,37.9,34.4,253.1,30.8,2.25,Manure
PLT-1643,2026-10-07,A,Ruhango,corn,Kigega,sandy,7.14,61.4,44.1,36.8,535.5,32.2,2.07,DAP+Urea
PLT-1644,2025-03-24,C,Musanze,tea,Local,clayey,4.43,33.8,18.2,39.9,551.2,49.4,0.62,None
PLT-1645,2026-03-21,C,Burera,pea,Local,loamy,5.65,29.6,31.3,35.7,208.0,52.1,1.03,Urea
PLT-1646,2024-03-07,A,Ngoma,sweet_potato,Local,sandy,6.66,21.0,20.2,35.6,551.0,41.8,3.42,None
PLT-1647,2026-08-27,C,Rusizi,irish_potatoes,Kirundo,loamy,4.72,102.8,89.8,119.4,543.1,30.6,6.85,NPK 17-17-17
PLT-1648,2026-11-26,C,Gasabo,sweet_potato,Improved,sandy,6.97,36.4,45.1,75.6,401.0,33.2,5.15,DAP+Urea
PLT-1649,2025-11-11,B,Rwamagana,sunflower,Local,sandy,7.74,53.6,49.7,50.5,239.9,46.0,1.28,NPK 17-17-17
PLT-1650,2026-12-21,B,Rulindo,wheat,Local,loamy,5.75,53.9,39.6,24.1,275.0,69.0,1.34,DAP+Urea
PLT-1651,2025-01-04,A,Rulindo,pea,Improved,clayey,6.12,13.2,15.8,16.3,580.0,36.2,0.54,None
PLT-1652,2025-12-06,A,Gicumbi,tomatoes,Local,loamy,6.59,48.6,38.9,61.0,120.3,60.3,7.63,Manure
PLT-1653,2026-10-07,A,Kirehe,sugarcane,Local,loamy,7.28,103.2,51.3,78.2,336.7,65.6,38.66,NPK+Manure
PLT-1654,2024-11-27,B,Gicumbi,barley,Improved,sandy,6.22,51.2,32.2,31.5,129.5,55.8,1.29,Manure
PLT-1655,2025-12-03,B,Nyarugenge,tomatoes,Local,loamy,7.07,53.8,55.0,53.8,529.8,49.2,8.42,Manure
PLT-1656,2025-05-02,A,Rulindo,corn,Local,loamy,6.96,35.2,25.3,25.1,378.3,59.5,0.82,None
PLT-1657,2024-09-23,B,Nyagatare,sorghum,Local,sandy,7.65,31.6,35.3,31.9,399.3,69.0,0.86,DAP+Urea
PLT-1658,2024-05-17,B,Gasabo,soybean,Local,clayey,5.77,46.9,45.1,57.9,137.0,61.9,1.01,NPK+Manure
PLT-1659,2026-06-28,B,Gasabo,soybean,Local,loamy,6.68,33.4,35.0,37.1,518.2,49.9,0.83,Manure
PLT-1660,2025-12-03,C,Nyamagabe,rice,Kigori,loamy,6.79,61.5,31.7,32.0,402.6,69.2,2.21,Urea
PLT-1661,2025-04-16,B,Gatsibo,corn,Hybrid WH,sandy,5.48,93.2,56.9,51.5,537.9,69.2,2.17,DAP+Urea
PLT-1662,2025-03-20,B,Ruhango,cassava,Gisari,sandy,6.49,20.2,13.6,40.1,558.0,56.2,6.04,None
PLT-1663,2025-07-15,A,Musanze,corn,Kigega,loamy,6.07,72.7,55.4,57.2,364.7,52.1,2.09,NPK+Manure
PLT-1664,2025-01-03,A,Nyagatare,sweet_potato,Improved,loamy,5.51,42.1,44.3,80.3,345.8,63.5,6.77,NPK 17-17-17
PLT-1665,2024-12-05,A,Gatsibo,corn,Hybrid WH,clayey,5.14,41.4,19.2,21.7,161.0,46.7,0.97,None
PLT-1666,2025-12-19,C,Rwamagana,rice,Zhongeng,clayey,5.5,46.4,20.9,22.1,339.9,37.9,1.53,None
PLT-1667,2026-05-25,B,Nyanza,sugarcane,Improved,loamy,7.06,30.4,26.0,42.8,471.5,55.0,17.34,None
PLT-1668,2024-07-02,A,Bugesera,sugarcane,Improved,loamy,7.71,60.7,42.7,54.3,146.4,51.8,21.78,Urea
PLT-1669,2026-07-01,A,Nyagatare,groundnut,Improved,loamy,7.37,27.2,45.3,38.5,326.7,43.7,0.69,NPK+Manure
PLT-1670,2026-10-21,A,Gicumbi,barley,Improved,loamy,7.11,44.5,26.8,36.4,444.8,63.9,1.3,DAP+Urea
PLT-1671,2024-01-15,A,Gasabo,sweet_potato,Local,sandy,7.26,35.4,29.8,64.8,478.8,65.6,3.26,Manure
PLT-1672,2026-08-21,A,Burera,barley,Local,sandy,5.58,29.5,23.2,15.5,542.2,62.9,0.5,None
PLT-1673,2026-03-28,A,Huye,sugarcane,Local,alluvial,5.36,75.6,43.8,66.4,382.7,59.8,22.59,Manure
PLT-1674,2025-06-09,C,Karongi,coffee,Improved,loamy,4.73,50.6,28.0,66.6,248.0,36.8,0.46,Urea
PLT-1675,2024-04-26,A,Huye,coffee,Improved,loamy,4.81,35.5,13.0,45.6,306.3,45.1,0.29,None
PLT-1676,2025-04-19,C,Gasabo,beans,Climbing,loamy,5.18,36.3,46.3,47.2,177.4,37.3,0.62,DAP+Urea
PLT-1677,2025-12-13,B,Gatsibo,rice,Zhongeng,clayey,6.74,66.7,27.9,35.2,477.2,60.9,2.44,Urea
PLT-1678,2026-09-19,A,Burera,beans,Climbing,loamy,6.24,36.1,38.0,40.0,362.5,42.5,0.9,NPK 17-17-17
PLT-1679,2025-12-23,C,Nyagatare,rice,Intsindagirabigega,clayey,6.68,82.4,37.5,25.5,373.9,65.9,3.21,Manure
PLT-1680,2025-07-26,C,Musanze,irish_potatoes,Cruza,clayey,4.8,99.6,74.7,122.2,301.6,41.9,6.99,NPK 17-17-17
PLT-1681,2025-10-10,B,Gisagara,cassava,Gahene,clayey,4.58,58.3,28.4,82.7,485.4,57.6,12.16,NPK+Manure
PLT-1682,2024-07-19,B,Rulindo,barley,Improved,clayey,7.2,65.2,45.8,41.6,297.5,48.4,1.69,NPK+Manure
PLT-1683,2025-02-18,B,Bugesera,sunflower,Improved,sandy,6.81,33.3,34.4,41.3,182.3,63.1,1.22,Urea
PLT-1684,2024-06-18,A,Nyabihu,tea,Local,clayey,4.03,67.9,29.1,52.3,572.1,50.4,1.1,Urea
PLT-1685,2024-08-20,B,Ngoma,sunflower,Improved,sandy,6.42,48.2,54.9,49.9,292.3,49.6,1.57,NPK+Manure
PLT-1686,2025-06-21,B,Nyagatare,sunflower,Local,sandy,5.98,45.1,48.2,54.5,123.0,62.7,1.3,NPK+Manure
PLT-1687,2025-01-01,B,Ngoma,soybean,Improved,clayey,6.56,40.3,53.1,51.9,547.4,34.0,0.92,NPK+Manure
PLT-1688,2025-01-03,B,Bugesera,groundnut,Local,sandy,6.78,12.2,20.1,12.2,200.7,31.5,0.39,None
PLT-1689,2024-04-18,B,Bugesera,sunflower,Improved,sandy,5.63,53.1,46.2,57.1,146.5,45.3,1.25,NPK 17-17-17
PLT-1690,2024-09-21,A,Nyamagabe,coffee,Improved,clayey,6.13,32.1,14.4,32.8,467.9,49.6,0.42,None
PLT-1691,2025-03-01,B,Gasabo,banana,Local,alluvial,6.94,70.5,25.1,91.1,332.8,53.1,6.89,DAP+Urea
PLT-1692,2026-06-14,A,Gicumbi,barley,Local,clayey,7.29,19.6,19.1,18.0,484.0,67.7,0.67,None
PLT-1693,2025-01-18,B,Gatsibo,cotton,Local,clayey,7.6,52.3,36.9,31.1,549.4,56.5,0.79,Manure
PLT-1694,2026-07-16,B,Kirehe,groundnut,Improved,loamy,5.35,14.6,22.8,16.6,263.7,65.4,0.22,None
PLT-1695,2024-07-08,B,Nyaruguru,rice,Kigori,alluvial,6.43,64.2,32.8,37.6,207.5,63.7,3.28,Manure
PLT-1696,2024-01-10,B,Nyamagabe,soybean,Local,loamy,6.13,25.3,32.0,33.1,522.5,66.0,0.94,DAP+Urea
PLT-1697,2025-02-08,C,Gasabo,sweet_potato,Local,sandy,6.01,20.0,20.6,43.6,188.1,55.5,1.87,None
PLT-1698,2026-05-03,A,Rutsiro,irish_potatoes,Kinigi,loamy,4.98,30.9,42.8,62.7,273.5,43.6,3.65,None
PLT-1699,2024-11-26,B,Nyaruguru,tomatoes,Local,loamy,7.41,40.0,24.9,42.8,287.8,37.7,4.87,None
PLT-1700,2025-08-01,C,Muhanga,sweet_potato,Local,loamy,6.51,36.7,36.7,71.4,352.8,40.2,4.57,DAP+Urea
PLT-1701,2024-04-25,A,Nyamasheke,corn,Kigega,loamy,5.22,33.6,28.2,15.2,258.8,34.5,1.2,None
PLT-1702,2024-09-06,A,Gakenke,barley,Improved,sandy,6.59,44.6,27.7,32.1,507.2,48.9,1.02,DAP+Urea
PLT-1703,2024-05-10,C,Nyanza,beans,Climbing,clayey,6.68,12.4,19.0,18.2,241.1,34.5,0.32,None
PLT-1704,2025-02-10,A,Gicumbi,wheat,Improved,loamy,6.28,37.2,17.7,17.1,301.9,58.9,0.5,None
PLT-1705,2025-10-14,A,Musanze,barley,Local,loamy,6.6,46.4,26.8,26.6,507.1,43.6,1.11,Manure
PLT-1706,2025-03-27,B,Rwamagana,groundnut,Improved,sandy,7.46,14.7,22.3,16.0,228.9,66.5,0.35,None
PLT-1707,2024-03-26,A,Nyanza,banana,Improved,alluvial,6.82,95.0,38.9,165.5,490.1,32.8,9.84,DAP+Urea
PLT-1708,2024-06-14,B,Gatsibo,cassava,Ndamirabana,clayey,7.15,45.1,24.0,68.7,504.3,50.2,6.52,Urea
PLT-1709,2025-01-28,B,Muhanga,coffee,Local,loamy,5.77,54.5,37.5,87.2,522.7,41.7,0.86,NPK+Manure
PLT-1710,2026-03-26,B,Kayonza,sorghum,Improved,sandy,5.32,28.9,18.5,16.1,234.7,48.9,0.46,None
PLT-1711,2024-05-18,A,Kirehe,cotton,Local,alluvial,5.39,66.9,51.6,49.8,389.1,54.3,1.21,NPK+Manure
PLT-1712,2025-09-16,B,Nyaruguru,sugarcane,Local,alluvial,7.45,105.6,47.6,80.6,581.4,37.9,44.22,NPK 17-17-17
PLT-1713,2026-03-07,C,Ruhango,tomatoes,Local,clayey,5.8,53.3,38.9,51.6,100.9,43.1,8.49,Urea
PLT-1714,2025-08-05,A,Kicukiro,sweet_potato,Local,sandy,6.78,30.0,27.0,68.4,180.4,50.8,3.85,DAP+Urea
PLT-1715,2025-07-03,B,Ngoma,sorghum,Improved,clayey,6.22,42.9,26.0,30.6,585.0,35.3,0.97,DAP+Urea
PLT-1716,2026-01-28,B,Gasabo,soybean,Improved,loamy,5.25,47.5,47.4,46.7,583.4,38.6,0.73,DAP+Urea
PLT-1717,2026-02-11,A,Rwamagana,sweet_potato,Improved,sandy,5.33,37.0,34.4,69.0,558.1,44.9,4.87,Manure
PLT-1718,2025-08-03,C,Musanze,pea,Improved,loamy,5.43,12.8,21.7,17.5,254.7,37.5,0.44,None
PLT-1719,2026-03-03,A,Ngoma,cotton,Improved,clayey,6.81,81.0,52.6,57.5,159.4,34.5,1.44,NPK 17-17-17
PLT-1720,2025-01-01,B,Huye,coffee,Improved,loamy,5.66,38.0,29.2,61.3,560.8,45.8,0.49,Manure
PLT-1721,2025-05-15,A,Gisagara,sugarcane,Local,alluvial,7.15,84.6,46.2,64.6,111.3,44.2,35.19,DAP+Urea
PLT-1722,2025-06-25,C,Rutsiro,tea,Local,loamy,4.82,50.7,37.4,71.7,265.7,36.4,1.03,Urea
PLT-1723,2026-05-16,B,Rulindo,pea,Local,loamy,5.84,43.8,41.0,47.2,525.6,65.7,1.21,DAP+Urea
PLT-1724,2024-11-09,B,Gatsibo,sunflower,Improved,sandy,7.51,42.0,34.7,35.8,226.1,33.2,0.91,Manure
PLT-1725,2024-05-23,B,Gicumbi,tomatoes,Local,sandy,6.99,24.9,34.0,43.8,117.9,65.4,3.68,None
PLT-1726,2025-03-15,A,Gicumbi,irish_potatoes,Cruza,sandy,5.19,105.5,88.1,116.3,159.4,66.7,7.67,NPK 17-17-17
PLT-1727,2026-04-21,C,Huye,soybean,Improved,clayey,6.63,37.5,45.6,35.9,129.8,41.9,0.78,Manure
PLT-1728,2025-01-06,B,Rubavu,corn,Hybrid WH,loamy,6.1,90.1,58.1,51.9,491.1,57.2,2.3,NPK 17-17-17
PLT-1729,2024-04-26,A,Nyabihu,beans,Mutiki,clayey,5.07,33.0,25.1,33.9,208.0,51.7,0.53,Urea
PLT-1730,2025-05-05,A,Rulindo,barley,Local,clayey,6.89,44.4,32.3,27.7,189.2,67.4,0.94,Manure
PLT-1731,2024-02-22,B,Rubavu,cassava,Ndamirabana,loamy,5.78,51.5,28.7,72.9,116.5,49.2,16.2,DAP+Urea
